"Date","Price","Open","High","Low","Vol.","Change %"
"04-03-2026","196.73","207.00","207.00","194.43","72.10M","-6.77%"
"02-03-2026","211.01","205.00","214.34","204.50","30.52M","-0.62%"
"27-02-2026","212.33","215.50","215.90","211.66","25.60M","-1.48%"
"26-02-2026","215.52","215.95","215.95","213.01","25.52M","0.41%"
"25-02-2026","214.64","210.10","216.45","209.40","48.87M","2.63%"
"24-02-2026","209.13","207.21","209.54","206.75","23.41M","0.48%"
"23-02-2026","208.14","210.00","210.10","205.50","23.38M","-0.11%"
"20-02-2026","208.36","206.41","209.30","204.73","26.61M","1.44%"
"19-02-2026","205.41","211.00","211.39","204.25","27.75M","-1.73%"
"18-02-2026","209.03","203.55","209.70","203.55","48.36M","2.93%"
"17-02-2026","203.08","205.50","205.80","201.66","18.51M","-1.33%"
"16-02-2026","205.81","201.00","206.12","200.55","17.93M","1.29%"
"13-02-2026","203.18","206.59","206.85","202.56","25.87M","-2.37%"
"12-02-2026","208.11","208.00","210.39","206.20","24.11M","0.25%"
"11-02-2026","207.59","209.40","210.25","205.30","40.90M","-0.20%"
"10-02-2026","208.01","202.99","211.10","201.08","82.44M","2.98%"
"09-02-2026","202.00","202.00","206.34","197.55","68.97M","2.51%"
"06-02-2026","197.06","197.60","197.60","194.37","18.45M","-0.35%"
"05-02-2026","197.76","193.00","198.41","191.52","31.29M","1.21%"
"04-02-2026","195.40","193.99","196.14","193.45","13.86M","1.28%"
"03-02-2026","192.93","193.58","199.00","191.51","28.47M","2.34%"
"02-02-2026","188.51","185.38","189.00","182.55","25.60M","1.69%"
"01-02-2026","185.38","188.81","193.76","184.26","26.53M","-4.01%"
"30-01-2026","193.13","198.55","199.00","190.63","52.26M","-4.54%"
"29-01-2026","202.32","194.45","202.99","194.11","60.61M","4.37%"
"28-01-2026","193.85","193.49","195.20","192.10","33.31M","0.82%"
"27-01-2026","192.28","189.67","193.14","187.72","42.31M","2.49%"
"23-01-2026","187.61","190.50","192.40","187.27","28.49M","-0.79%"
"22-01-2026","189.10","185.89","189.99","185.79","35.68M","2.54%"
"21-01-2026","184.41","183.56","185.71","180.88","35.04M","0.46%"
"20-01-2026","183.56","188.27","190.00","183.03","20.09M","-2.50%"
"19-01-2026","188.27","187.10","189.44","186.80","19.71M","0.03%"
"16-01-2026","188.21","190.05","191.00","187.31","26.03M","-0.55%"
"14-01-2026","189.25","182.57","190.65","181.66","55.91M","3.66%"
"13-01-2026","182.57","183.50","184.39","181.10","19.16M","-0.37%"
"12-01-2026","183.24","178.40","183.65","177.64","25.78M","2.71%"
"09-01-2026","178.40","179.05","181.50","177.33","25.32M","-0.95%"
"08-01-2026","180.12","185.45","185.87","179.55","38.45M","-2.00%"
"07-01-2026","183.80","186.20","186.65","182.90","18.23M","-1.29%"
"06-01-2026","186.20","186.00","187.85","184.47","28.51M","0.26%"
"05-01-2026","185.72","182.88","186.89","182.87","30.65M","1.55%"
"02-01-2026","182.88","182.00","183.85","181.60","23.01M","0.54%"
"01-01-2026","181.89","180.60","182.20","180.20","21.51M","1.01%"
"31-12-2025","180.08","180.00","181.40","178.50","50.90M","2.43%"
"30-12-2025","175.80","172.78","176.35","170.80","33.74M","2.03%"
"29-12-2025","172.30","169.51","174.13","169.29","48.00M","1.88%"
"26-12-2025","169.12","169.89","169.90","167.82","16.90M","-0.56%"
"24-12-2025","170.07","171.35","171.65","169.67","17.43M","-0.49%"
"23-12-2025","170.90","169.35","171.35","169.25","17.35M","0.99%"
"22-12-2025","169.22","169.04","171.46","169.00","23.73M","0.31%"
"19-12-2025","168.69","169.15","169.62","167.83","28.45M","0.34%"
"18-12-2025","168.12","169.92","170.45","167.56","13.15M","-1.30%"
"17-12-2025","170.34","170.09","171.30","169.66","11.62M","0.30%"
"16-12-2025","169.83","172.70","172.70","169.25","22.98M","-1.76%"
"15-12-2025","172.87","170.95","173.17","170.50","23.25M","0.57%"
"12-12-2025","171.89","167.60","172.50","167.40","41.13M","3.31%"
"11-12-2025","166.38","163.50","166.66","163.17","32.60M","2.56%"
"10-12-2025","162.23","161.00","163.68","160.81","22.54M","0.97%"
"09-12-2025","160.67","163.39","163.39","160.06","25.77M","-1.71%"
"08-12-2025","163.47","167.09","168.20","163.00","15.77M","-2.18%"
"05-12-2025","167.11","167.00","167.65","165.00","33.50M","0.20%"
"04-12-2025","166.77","167.80","167.97","166.20","11.42M","-0.09%"
"03-12-2025","166.92","167.78","167.99","165.00","18.87M","-0.51%"
"02-12-2025","167.78","168.43","168.85","167.00","15.36M","-0.50%"
"01-12-2025","168.63","169.00","169.65","167.70","11.76M","0.40%"
"28-11-2025","167.96","168.13","169.00","167.29","11.98M","-0.10%"
"27-11-2025","168.13","170.45","171.00","167.18","17.55M","-0.91%"
"26-11-2025","169.67","167.00","169.95","166.90","15.04M","2.01%"
"25-11-2025","166.33","166.00","167.27","165.08","19.98M","0.59%"
"24-11-2025","165.36","168.00","168.38","165.18","31.20M","-1.57%"
"21-11-2025","168.00","171.80","171.90","167.70","28.41M","-2.59%"
"20-11-2025","172.46","174.10","174.36","172.26","15.97M","-0.43%"
"19-11-2025","173.21","172.45","173.90","172.06","19.62M","0.44%"
"18-11-2025","172.45","172.40","173.12","170.55","34.28M","-0.42%"
"17-11-2025","173.17","175.13","175.25","172.62","28.20M","-0.63%"
"14-11-2025","174.26","177.52","177.70","172.12","38.35M","-1.35%"
"13-11-2025","176.65","184.00","184.00","175.10","82.08M","-1.10%"
"12-11-2025","178.61","181.44","182.15","178.00","19.04M","-1.34%"
"11-11-2025","181.04","182.90","182.90","179.02","14.11M","-0.24%"
"10-11-2025","181.48","182.03","182.51","180.20","18.38M","0.06%"
"07-11-2025","181.37","177.00","182.25","175.01","19.17M","2.31%"
"06-11-2025","177.27","179.29","180.67","176.52","23.66M","-1.13%"
"04-11-2025","179.29","183.00","183.09","178.90","18.75M","-1.85%"
"03-11-2025","182.67","182.40","184.10","181.80","16.65M","-0.09%"
"31-10-2025","182.84","184.00","184.30","182.12","16.04M","-0.82%"
"30-10-2025","184.35","184.40","185.19","182.64","24.27M","-0.45%"
"29-10-2025","185.19","183.67","186.94","182.05","51.61M","1.86%"
"28-10-2025","181.81","177.35","182.06","177.02","59.51M","2.92%"
"27-10-2025","176.66","175.89","177.90","175.53","23.83M","1.27%"
"24-10-2025","174.44","174.60","177.35","173.72","25.23M","0.16%"
"23-10-2025","174.16","173.90","176.08","173.64","31.47M","0.80%"
"21-10-2025","172.78","172.40","173.25","172.10","2.47M","0.48%"
"20-10-2025","171.95","173.30","173.30","170.82","18.05M","-0.16%"
"17-10-2025","172.22","173.60","174.31","170.99","21.66M","-1.02%"
"16-10-2025","174.00","173.00","174.49","172.22","12.21M","0.44%"
"15-10-2025","173.24","170.83","174.00","170.11","15.03M","1.60%"
"14-10-2025","170.51","174.91","176.45","169.25","22.08M","-1.46%"
"13-10-2025","173.03","173.00","173.80","170.91","19.39M","-0.48%"
"10-10-2025","173.86","176.00","176.14","172.90","18.09M","-1.45%"
"09-10-2025","176.42","172.79","177.82","172.78","68.50M","2.61%"
"08-10-2025","171.94","172.00","173.63","170.06","22.66M","0.30%"
"07-10-2025","171.43","170.40","172.20","170.40","19.19M","0.81%"
"06-10-2025","170.06","173.30","173.48","169.30","21.47M","-1.82%"
"03-10-2025","173.21","168.12","174.74","168.12","55.17M","3.40%"
"01-10-2025","167.51","169.00","169.74","166.13","17.54M","-0.75%"
"30-09-2025","168.77","169.50","170.15","168.41","24.55M","-0.12%"
"29-09-2025","168.98","167.60","170.28","167.56","16.83M","0.94%"
"26-09-2025","167.40","172.22","173.37","167.20","20.16M","-2.89%"
"25-09-2025","172.38","172.90","173.85","171.86","17.03M","-0.16%"
"24-09-2025","172.66","173.16","174.44","172.38","20.17M","-0.36%"
"23-09-2025","173.29","171.45","173.81","171.20","24.53M","1.11%"
"22-09-2025","171.39","170.80","172.21","170.51","20.97M","-0.05%"
"19-09-2025","171.48","172.10","172.67","170.60","25.41M","-0.32%"
"18-09-2025","172.03","171.46","172.20","169.81","16.41M","0.39%"
"17-09-2025","171.36","172.50","172.90","169.35","21.38M","-0.38%"
"16-09-2025","172.02","169.39","172.27","169.02","26.63M","1.65%"
"15-09-2025","169.23","169.77","170.20","168.63","10.61M","-0.32%"
"12-09-2025","169.78","169.60","171.00","168.63","12.12M","0.22%"
"11-09-2025","169.41","169.35","170.90","168.46","13.83M","-0.01%"
"10-09-2025","169.43","169.19","170.73","168.75","13.13M","0.17%"
"09-09-2025","169.15","169.30","169.72","167.99","14.03M","0.20%"
"08-09-2025","168.82","170.00","172.50","168.46","36.40M","0.68%"
"05-09-2025","167.68","167.00","168.00","165.94","16.80M","0.52%"
"04-09-2025","166.81","169.00","169.30","166.62","26.32M","-0.62%"
"03-09-2025","167.85","158.40","168.00","158.40","82.35M","5.97%"
"02-09-2025","158.39","156.17","159.07","155.50","21.20M","1.42%"
"01-09-2025","156.17","154.48","156.36","153.70","10.80M","1.09%"
"29-08-2025","154.48","154.50","155.10","153.05","16.97M","0.55%"
"28-08-2025","153.63","155.78","155.87","153.16","22.27M","-0.90%"
"26-08-2025","155.03","159.16","159.16","154.64","19.62M","-2.88%"
"25-08-2025","159.63","159.20","160.33","158.64","16.38M","0.68%"
"22-08-2025","158.55","161.25","161.28","158.10","16.06M","-1.83%"
"21-08-2025","161.51","161.92","162.54","161.19","17.28M","-0.25%"
"20-08-2025","161.92","158.20","162.76","158.03","28.52M","1.69%"
"19-08-2025","159.23","158.50","159.46","156.76","21.22M","0.80%"
"18-08-2025","157.96","158.00","159.00","156.00","61.02M","1.71%"
"14-08-2025","155.30","160.02","160.60","154.83","47.26M","-3.05%"
"13-08-2025","160.18","160.96","162.40","159.90","18.08M","0.01%"
"12-08-2025","160.16","158.52","161.65","158.50","20.06M","1.03%"
"11-08-2025","158.52","157.95","160.00","157.15","14.33M","0.36%"
"08-08-2025","157.95","159.50","159.95","157.01","11.95M","-1.08%"
"07-08-2025","159.67","157.15","160.00","156.26","23.16M","0.64%"
"06-08-2025","158.66","159.62","159.80","157.80","13.44M","-0.60%"
"05-08-2025","159.62","159.56","160.14","158.28","14.44M","0.04%"
"04-08-2025","159.56","153.50","159.92","153.50","30.06M","4.28%"
"01-08-2025","153.01","157.93","157.93","152.51","23.93M","-3.12%"
"31-07-2025","157.94","161.00","162.13","156.56","26.21M","-2.12%"
"30-07-2025","161.36","161.69","162.79","161.05","16.08M","-0.20%"
"29-07-2025","161.69","158.20","162.45","158.20","15.26M","1.26%"
"28-07-2025","159.68","161.23","162.29","159.09","19.30M","-1.08%"
"25-07-2025","161.43","163.50","163.59","161.05","12.44M","-1.25%"
"24-07-2025","163.48","163.00","164.75","162.81","14.38M","0.44%"
"23-07-2025","162.77","163.25","164.14","161.88","14.29M","-0.17%"
"22-07-2025","163.04","163.30","164.41","162.73","13.62M","0.01%"
"21-07-2025","163.02","162.50","165.60","162.49","29.81M","0.40%"
"18-07-2025","162.37","160.10","162.75","160.10","30.73M","1.54%"
"17-07-2025","159.90","157.50","160.70","157.12","21.73M","1.63%"
"16-07-2025","157.33","159.00","159.27","157.00","14.59M","-1.05%"
"15-07-2025","159.00","160.26","160.85","157.95","17.99M","-0.90%"
"14-07-2025","160.44","159.84","161.12","159.30","15.15M","0.38%"
"11-07-2025","159.84","160.64","161.62","159.32","20.69M","-0.51%"
"10-07-2025","160.66","160.00","161.55","159.28","17.57M","1.04%"
"09-07-2025","159.00","161.95","161.95","157.51","29.84M","-1.83%"
"08-07-2025","161.97","162.45","162.90","161.60","11.40M","-0.26%"
"07-07-2025","162.40","163.00","163.35","160.05","17.47M","-0.37%"
"04-07-2025","163.01","165.91","166.49","162.00","22.94M","-1.75%"
"03-07-2025","165.91","166.00","168.78","165.21","60.57M","0.02%"
"02-07-2025","165.88","160.06","166.15","159.83","63.32M","3.64%"
"01-07-2025","160.06","160.01","160.44","157.73","17.82M","0.19%"
"30-06-2025","159.76","160.99","162.20","159.50","15.84M","-1.05%"
"27-06-2025","161.45","161.00","163.30","160.70","31.99M","0.57%"
"26-06-2025","160.54","156.87","161.10","156.45","40.65M","2.65%"
"25-06-2025","156.39","155.90","156.90","155.51","18.24M","1.03%"
"24-06-2025","154.79","153.80","156.97","153.64","25.40M","1.55%"
"23-06-2025","152.43","150.50","153.30","150.48","17.10M","0.30%"
"20-06-2025","151.97","150.75","153.17","150.63","29.94M","0.64%"
"19-06-2025","151.00","152.00","152.45","150.50","20.15M","-0.73%"
"18-06-2025","152.11","152.20","153.20","150.80","14.86M","-0.32%"
"17-06-2025","152.60","153.81","154.89","152.35","16.74M","-1.02%"
