"Date","Price","Open","High","Low","Vol.","Change %"
"04-03-2026","2,261.30","2,292.90","2,311.60","2,252.10","2.65M","-2.56%"
"02-03-2026","2,320.60","2,303.00","2,354.00","2,290.20","2.27M","-0.75%"
"27-02-2026","2,338.10","2,369.30","2,378.90","2,330.60","3.05M","-1.90%"
"26-02-2026","2,383.30","2,378.00","2,387.30","2,355.20","1.47M","0.35%"
"25-02-2026","2,374.90","2,368.90","2,380.00","2,349.00","1.16M","0.69%"
"24-02-2026","2,358.60","2,331.10","2,372.00","2,330.30","1.54M","0.56%"
"23-02-2026","2,345.40","2,325.00","2,350.00","2,320.80","1.30M","1.34%"
"20-02-2026","2,314.50","2,285.00","2,331.20","2,278.30","1.72M","1.54%"
"19-02-2026","2,279.30","2,336.00","2,337.40","2,275.60","940.18K","-1.90%"
"18-02-2026","2,323.50","2,312.60","2,328.90","2,306.00","830.79K","0.48%"
"17-02-2026","2,312.30","2,309.30","2,326.00","2,303.40","1.23M","-0.29%"
"16-02-2026","2,319.00","2,308.10","2,327.00","2,288.10","2.04M","0.60%"
"13-02-2026","2,305.20","2,400.00","2,400.00","2,300.30","2.79M","-4.34%"
"12-02-2026","2,409.70","2,475.00","2,479.60","2,350.10","4.66M","-2.16%"
"11-02-2026","2,462.90","2,460.00","2,470.60","2,447.00","1.14M","0.38%"
"10-02-2026","2,453.60","2,435.00","2,458.10","2,430.10","792.53K","0.76%"
"09-02-2026","2,435.00","2,425.00","2,439.00","2,402.00","958.48K","0.45%"
"06-02-2026","2,424.20","2,354.40","2,429.00","2,337.50","1.42M","2.96%"
"05-02-2026","2,354.40","2,362.50","2,423.00","2,351.60","1.96M","-0.70%"
"04-02-2026","2,371.00","2,360.60","2,393.50","2,356.80","1.23M","0.10%"
"03-02-2026","2,368.60","2,390.00","2,399.90","2,343.30","1.55M","0.48%"
"02-02-2026","2,357.30","2,356.10","2,360.00","2,303.00","1.38M","0.28%"
"01-02-2026","2,350.70","2,373.00","2,384.90","2,330.30","780.38K","-0.94%"
"30-01-2026","2,373.00","2,341.00","2,385.00","2,340.00","2.09M","0.87%"
