"Date","Price","Open","High","Low","Vol.","Change %"
"01-12-2025","1,564.00","1,562.50","1,574.00","1,556.00","5.34M","0.25%"
"28-11-2025","1,560.10","1,565.00","1,568.40","1,557.00","4.45M","-0.40%"
"27-11-2025","1,566.40","1,564.00","1,574.30","1,552.20","7.55M","0.55%"
"26-11-2025","1,557.90","1,532.10","1,560.30","1,532.10","7.58M","1.78%"
"25-11-2025","1,530.60","1,549.00","1,550.60","1,525.90","8.11M","-1.12%"
"24-11-2025","1,548.00","1,563.60","1,585.00","1,541.00","19.27M","0.19%"
"21-11-2025","1,545.00","1,531.00","1,551.50","1,526.30","9.19M","0.55%"
"20-11-2025","1,536.50","1,555.00","1,555.00","1,534.00","7.39M","-0.30%"
"19-11-2025","1,541.10","1,490.50","1,543.00","1,490.50","10.98M","3.68%"
"18-11-2025","1,486.40","1,506.00","1,506.00","1,483.20","7.53M","-1.41%"
"17-11-2025","1,507.60","1,496.00","1,510.20","1,492.50","7.91M","0.32%"
"14-11-2025","1,502.80","1,520.00","1,530.00","1,488.80","9.74M","-2.53%"
"13-11-2025","1,541.80","1,557.10","1,557.50","1,530.30","19.66M","-0.64%"
"12-11-2025","1,551.70","1,540.00","1,559.20","1,538.10","14.64M","1.40%"
"11-11-2025","1,530.30","1,525.00","1,533.40","1,511.10","13.69M","1.11%"
"10-11-2025","1,513.50","1,490.10","1,520.00","1,490.00","9.79M","2.49%"
"07-11-2025","1,476.80","1,470.00","1,480.90","1,449.10","8.77M","0.69%"
"06-11-2025","1,466.70","1,478.60","1,483.00","1,461.90","7.94M","-0.08%"
"04-11-2025","1,467.90","1,479.70","1,481.90","1,462.90","8.69M","-1.18%"
"03-11-2025","1,485.50","1,482.30","1,491.40","1,474.20","5.47M","0.22%"
"31-10-2025","1,482.30","1,490.00","1,497.10","1,480.70","4.82M","-0.77%"
"30-10-2025","1,493.80","1,507.00","1,508.20","1,489.10","5.61M","-1.10%"
"29-10-2025","1,510.40","1,500.20","1,520.20","1,496.90","4.88M","0.68%"
"28-10-2025","1,500.20","1,499.70","1,506.50","1,490.50","8.21M","-0.29%"
"27-10-2025","1,504.50","1,510.00","1,515.30","1,498.10","7.27M","-1.37%"
"24-10-2025","1,525.40","1,539.50","1,543.00","1,518.00","8.65M","-0.20%"
"23-10-2025","1,528.50","1,510.00","1,546.00","1,506.00","20.36M","3.81%"
"21-10-2025","1,472.40","1,478.00","1,486.00","1,470.00","1.70M","0.79%"
"20-10-2025","1,460.90","1,453.70","1,467.00","1,450.00","6.99M","1.37%"
"17-10-2025","1,441.10","1,454.90","1,458.40","1,434.00","16.96M","-2.07%"
"16-10-2025","1,471.50","1,473.90","1,474.50","1,460.50","8.01M","-0.20%"
"15-10-2025","1,474.40","1,483.90","1,488.60","1,467.50","6.99M","-1.04%"
"14-10-2025","1,489.90","1,499.00","1,514.40","1,486.50","5.60M","-0.22%"
"13-10-2025","1,493.20","1,497.00","1,504.70","1,483.40","5.86M","-1.43%"
"10-10-2025","1,514.90","1,510.00","1,521.70","1,498.80","3.74M","0.37%"
"09-10-2025","1,509.30","1,502.00","1,514.00","1,487.00","7.03M","0.96%"
"08-10-2025","1,495.00","1,457.00","1,498.00","1,455.00","4.66M","2.50%"
"07-10-2025","1,458.50","1,477.70","1,482.90","1,454.00","5.57M","-1.19%"
"06-10-2025","1,476.00","1,446.60","1,478.80","1,442.30","4.63M","2.03%"
"03-10-2025","1,446.60","1,439.00","1,448.30","1,433.20","6.88M","0.06%"
"01-10-2025","1,445.80","1,446.00","1,449.50","1,427.40","6.25M","0.28%"
"30-09-2025","1,441.80","1,443.00","1,452.20","1,438.10","7.56M","0.00%"
"29-09-2025","1,441.80","1,460.00","1,465.00","1,436.50","10.51M","-0.49%"
"26-09-2025","1,448.90","1,475.00","1,478.70","1,441.20","8.60M","-2.42%"
"25-09-2025","1,484.80","1,489.00","1,502.70","1,476.50","9.49M","-0.66%"
"24-09-2025","1,494.60","1,487.20","1,496.70","1,482.70","4.94M","-0.19%"
"23-09-2025","1,497.50","1,493.00","1,513.00","1,493.00","9.83M","-0.13%"
"22-09-2025","1,499.50","1,482.70","1,514.70","1,482.00","15.66M","-2.64%"
"19-09-2025","1,540.20","1,544.60","1,551.30","1,520.10","12.99M","-0.03%"
"18-09-2025","1,540.60","1,550.00","1,555.00","1,538.50","9.33M","1.20%"
"17-09-2025","1,522.40","1,516.90","1,526.70","1,514.00","4.80M","0.73%"
"16-09-2025","1,511.30","1,508.40","1,514.00","1,503.50","8.92M","0.19%"
"15-09-2025","1,508.40","1,525.60","1,527.50","1,501.20","6.17M","-1.13%"
"12-09-2025","1,525.60","1,537.00","1,542.90","1,521.10","12.86M","1.05%"
"11-09-2025","1,509.70","1,523.90","1,527.50","1,506.50","8.00M","-1.49%"
"10-09-2025","1,532.60","1,510.10","1,534.90","1,509.30","7.28M","1.88%"
"09-09-2025","1,504.30","1,481.00","1,507.20","1,472.50","13.07M","4.98%"
"08-09-2025","1,432.90","1,451.00","1,458.00","1,428.30","3.81M","-0.81%"
"05-09-2025","1,444.60","1,470.00","1,472.70","1,433.00","5.47M","-1.26%"
"04-09-2025","1,463.00","1,484.00","1,484.00","1,460.10","5.79M","-1.09%"
"03-09-2025","1,479.10","1,500.00","1,501.90","1,473.00","4.62M","-1.31%"
"02-09-2025","1,498.70","1,499.40","1,512.80","1,486.30","5.22M","-0.05%"
"01-09-2025","1,499.40","1,476.70","1,503.40","1,476.20","4.55M","2.03%"
"29-08-2025","1,469.60","1,501.90","1,501.90","1,467.70","8.17M","-2.03%"
"28-08-2025","1,500.10","1,529.60","1,529.60","1,498.00","5.44M","-1.93%"
"26-08-2025","1,529.60","1,523.00","1,538.40","1,518.60","15.99M","-0.16%"
"25-08-2025","1,532.10","1,506.70","1,539.00","1,506.70","10.69M","3.00%"
"22-08-2025","1,487.50","1,498.10","1,504.30","1,486.10","5.54M","-0.59%"
"21-08-2025","1,496.40","1,508.00","1,508.00","1,484.30","6.57M","0.01%"
"20-08-2025","1,496.20","1,440.70","1,499.00","1,440.70","10.41M","3.90%"
"19-08-2025","1,440.00","1,432.70","1,449.40","1,432.70","3.99M","0.29%"
"18-08-2025","1,435.80","1,464.70","1,464.70","1,429.60","7.25M","-0.82%"
"14-08-2025","1,447.70","1,426.20","1,470.00","1,426.20","12.90M","1.48%"
"13-08-2025","1,426.60","1,425.00","1,434.00","1,422.40","10.32M","0.18%"
"12-08-2025","1,424.10","1,428.20","1,441.00","1,421.00","9.90M","-0.29%"
"11-08-2025","1,428.20","1,419.90","1,433.40","1,414.00","6.63M","0.36%"
"08-08-2025","1,423.10","1,425.00","1,433.20","1,417.10","10.05M","-0.96%"
"07-08-2025","1,436.90","1,430.00","1,442.00","1,414.20","9.89M","0.01%"
"06-08-2025","1,436.70","1,452.00","1,456.10","1,430.30","10.57M","-1.62%"
"05-08-2025","1,460.30","1,478.70","1,478.70","1,455.00","10.21M","-1.36%"
"04-08-2025","1,480.50","1,461.50","1,482.80","1,451.00","8.61M","0.74%"
"01-08-2025","1,469.60","1,493.90","1,498.70","1,465.50","8.70M","-2.61%"
"31-07-2025","1,509.00","1,509.70","1,527.10","1,497.00","6.85M","-0.66%"
"30-07-2025","1,519.00","1,519.90","1,521.70","1,506.00","5.72M","0.35%"
"29-07-2025","1,513.70","1,512.90","1,517.20","1,496.10","7.07M","-0.15%"
"28-07-2025","1,516.00","1,513.90","1,519.30","1,482.50","6.44M","0.02%"
"25-07-2025","1,515.70","1,543.40","1,549.50","1,511.30","10.85M","-2.37%"
"24-07-2025","1,552.50","1,580.00","1,582.00","1,548.20","14.17M","-1.40%"
"23-07-2025","1,574.50","1,576.30","1,591.90","1,550.00","8.04M","0.23%"
"22-07-2025","1,570.90","1,565.00","1,585.80","1,565.00","8.47M","-0.85%"
"21-07-2025","1,584.30","1,580.00","1,589.00","1,566.80","3.68M","-0.11%"
"18-07-2025","1,586.10","1,592.10","1,599.30","1,580.00","5.16M","0.16%"
"17-07-2025","1,583.50","1,598.00","1,610.00","1,580.10","7.37M","-1.52%"
"16-07-2025","1,607.90","1,579.00","1,612.00","1,578.50","6.22M","1.41%"
"15-07-2025","1,585.60","1,565.10","1,603.60","1,564.00","7.61M","0.97%"
"14-07-2025","1,570.30","1,591.80","1,591.80","1,559.80","9.17M","-1.54%"
"11-07-2025","1,594.90","1,579.10","1,607.10","1,563.00","11.39M","-1.29%"
"10-07-2025","1,615.80","1,638.90","1,638.90","1,607.10","5.33M","-1.10%"
"09-07-2025","1,633.70","1,637.80","1,638.00","1,623.60","4.58M","-0.31%"
"08-07-2025","1,638.70","1,628.00","1,646.20","1,621.50","4.59M","0.72%"
"07-07-2025","1,627.00","1,640.00","1,644.00","1,623.00","3.29M","-0.84%"
"04-07-2025","1,640.70","1,625.00","1,643.40","1,612.30","4.41M","1.36%"
"03-07-2025","1,618.70","1,618.50","1,632.40","1,615.00","5.26M","0.51%"
"02-07-2025","1,610.50","1,618.00","1,649.00","1,603.40","8.65M","0.23%"
"01-07-2025","1,606.80","1,609.00","1,617.70","1,600.50","4.18M","0.31%"
"30-06-2025","1,601.80","1,615.00","1,615.00","1,594.10","6.29M","-0.39%"
"27-06-2025","1,608.00","1,619.00","1,629.60","1,602.40","8.91M","-0.50%"
"26-06-2025","1,616.00","1,608.80","1,624.00","1,606.60","6.52M","0.07%"
"25-06-2025","1,614.90","1,590.00","1,619.90","1,585.10","7.81M","2.11%"
"24-06-2025","1,581.60","1,601.00","1,609.00","1,576.60","8.08M","-0.15%"
"23-06-2025","1,584.00","1,601.00","1,601.00","1,575.40","7.94M","-2.40%"
"20-06-2025","1,622.90","1,619.00","1,630.70","1,608.90","9.20M","0.28%"
"19-06-2025","1,618.40","1,623.90","1,630.00","1,611.50","5.15M","-0.89%"
"18-06-2025","1,632.90","1,621.00","1,644.70","1,621.00","5.63M","-0.43%"
"17-06-2025","1,639.90","1,620.70","1,647.40","1,615.60","7.62M","0.99%"
"16-06-2025","1,623.80","1,600.00","1,634.80","1,597.10","5.59M","1.36%"
"13-06-2025","1,602.00","1,576.00","1,609.00","1,570.20","6.97M","-0.41%"
"12-06-2025","1,608.60","1,617.00","1,628.00","1,598.10","10.48M","-1.38%"
"11-06-2025","1,631.10","1,590.10","1,634.60","1,590.10","10.60M","2.20%"
"10-06-2025","1,596.00","1,584.00","1,607.50","1,577.50","8.59M","1.47%"
"09-06-2025","1,572.90","1,578.00","1,588.00","1,571.00","2.90M","0.58%"
"06-06-2025","1,563.80","1,554.70","1,568.90","1,543.10","3.96M","0.61%"
"05-06-2025","1,554.30","1,547.90","1,567.70","1,541.60","6.95M","0.20%"
"04-06-2025","1,551.20","1,543.00","1,557.30","1,541.40","4.55M","0.53%"
"03-06-2025","1,543.00","1,559.00","1,567.30","1,535.60","6.85M","-0.70%"
"02-06-2025","1,553.80","1,560.00","1,560.00","1,539.00","4.37M","-0.57%"
"30-05-2025","1,562.70","1,571.00","1,572.00","1,555.10","13.15M","-1.44%"
"29-05-2025","1,585.60","1,589.00","1,608.90","1,576.60","8.61M","0.88%"
"28-05-2025","1,571.80","1,581.00","1,587.70","1,570.00","3.62M","0.11%"
"27-05-2025","1,570.10","1,579.90","1,582.90","1,556.40","7.78M","-0.66%"
"26-05-2025","1,580.50","1,566.60","1,583.80","1,562.70","3.17M","1.00%"
"23-05-2025","1,564.80","1,550.00","1,587.20","1,550.00","5.04M","1.12%"
"22-05-2025","1,547.50","1,555.50","1,560.80","1,540.00","6.16M","-1.34%"
"21-05-2025","1,568.50","1,567.90","1,571.00","1,552.10","4.16M","0.51%"
"20-05-2025","1,560.60","1,570.00","1,583.50","1,558.00","7.14M","0.05%"
"19-05-2025","1,559.80","1,576.50","1,585.00","1,555.70","8.86M","-1.89%"
"16-05-2025","1,589.90","1,612.60","1,612.60","1,581.50","4.58M","-1.43%"
"15-05-2025","1,613.00","1,589.80","1,618.60","1,571.00","11.15M","1.29%"
"14-05-2025","1,592.40","1,574.00","1,595.00","1,569.50","4.87M","1.52%"
"13-05-2025","1,568.60","1,609.00","1,612.20","1,564.60","12.85M","-3.58%"
"12-05-2025","1,626.90","1,537.00","1,632.00","1,532.00","11.37M","7.91%"
"09-05-2025","1,507.60","1,500.70","1,511.40","1,494.10","4.48M","-0.25%"
"08-05-2025","1,511.40","1,508.00","1,516.50","1,501.20","8.42M","0.21%"
"07-05-2025","1,508.30","1,500.00","1,518.80","1,496.60","5.69M","-0.21%"
"06-05-2025","1,511.50","1,506.00","1,515.60","1,499.10","4.27M","0.19%"
"05-05-2025","1,508.60","1,515.00","1,523.00","1,502.80","4.28M","0.12%"
"02-05-2025","1,506.80","1,499.70","1,523.20","1,496.20","8.73M","0.45%"
"30-04-2025","1,500.10","1,496.80","1,508.80","1,482.60","7.70M","0.17%"
"29-04-2025","1,497.50","1,482.00","1,509.80","1,474.10","8.06M","1.04%"
"28-04-2025","1,482.10","1,480.20","1,489.60","1,465.30","5.89M","0.13%"
"25-04-2025","1,480.20","1,475.50","1,501.70","1,463.50","8.33M","0.60%"
"24-04-2025","1,471.40","1,469.90","1,482.90","1,461.50","7.11M","-0.24%"
"23-04-2025","1,474.90","1,446.00","1,487.80","1,439.60","11.14M","3.66%"
"22-04-2025","1,422.80","1,440.00","1,440.00","1,419.30","9.40M","-1.94%"
"21-04-2025","1,451.00","1,410.00","1,471.80","1,410.00","15.65M","2.22%"
"17-04-2025","1,419.50","1,398.00","1,429.80","1,378.30","14.26M","0.45%"
"16-04-2025","1,413.10","1,425.00","1,427.50","1,396.80","12.02M","-0.90%"
"15-04-2025","1,426.00","1,445.60","1,447.70","1,409.00","10.18M","1.17%"
"11-04-2025","1,409.45","1,411.25","1,438.80","1,397.05","12.57M","0.41%"
"09-04-2025","1,403.70","1,405.05","1,409.45","1,381.90","8.55M","-1.76%"
"08-04-2025","1,428.80","1,431.00","1,456.50","1,415.00","12.81M","2.29%"
"07-04-2025","1,396.75","1,352.00","1,405.90","1,307.00","21.72M","-3.78%"
"04-04-2025","1,451.65","1,460.50","1,472.00","1,448.00","9.59M","-3.00%"
"03-04-2025","1,496.50","1,534.65","1,534.65","1,485.05","10.46M","-3.46%"
"02-04-2025","1,550.15","1,535.20","1,555.65","1,535.20","6.19M","1.55%"
"01-04-2025","1,526.50","1,539.25","1,547.40","1,517.85","12.68M","-2.81%"
"28-03-2025","1,570.65","1,590.00","1,598.45","1,560.00","6.80M","-2.05%"
"27-03-2025","1,603.55","1,595.55","1,619.95","1,586.00","9.43M","0.26%"
"26-03-2025","1,599.45","1,626.00","1,637.75","1,595.00","6.65M","-1.78%"
"25-03-2025","1,628.45","1,605.00","1,636.15","1,605.00","9.89M","2.24%"
"24-03-2025","1,592.75","1,597.95","1,607.10","1,572.70","8.86M","0.01%"
"21-03-2025","1,592.55","1,577.95","1,603.90","1,563.65","10.07M","-1.42%"
"20-03-2025","1,615.55","1,592.00","1,631.90","1,592.00","7.19M","1.83%"
"19-03-2025","1,586.55","1,603.00","1,603.00","1,572.80","7.39M","-1.42%"
"18-03-2025","1,609.35","1,597.65","1,612.90","1,582.35","6.30M","1.21%"
"17-03-2025","1,590.05","1,545.15","1,594.00","1,545.15","7.53M","0.65%"
"13-03-2025","1,579.85","1,599.25","1,606.05","1,570.30","7.82M","-0.69%"
"12-03-2025","1,590.85","1,636.90","1,636.90","1,563.80","14.87M","-4.26%"
"11-03-2025","1,661.60","1,680.00","1,680.00","1,637.05","12.67M","-2.34%"
"10-03-2025","1,701.45","1,686.00","1,719.00","1,676.20","7.56M","0.92%"
"07-03-2025","1,686.00","1,703.10","1,705.00","1,675.50","8.02M","-1.74%"
"06-03-2025","1,715.85","1,715.00","1,722.30","1,691.10","10.61M","0.25%"
"05-03-2025","1,711.50","1,692.45","1,732.95","1,692.45","8.18M","1.37%"
"04-03-2025","1,688.30","1,695.00","1,699.00","1,670.00","6.76M","-1.19%"
