"Date","Price","Open","High","Low","Vol.","Change %"
"03-11-2025","1,346.40","1,340.50","1,351.60","1,337.90","11.07M","0.08%"
"31-10-2025","1,345.30","1,357.00","1,362.00","1,343.30","15.93M","-1.26%"
"30-10-2025","1,362.40","1,362.40","1,370.20","1,361.30","9.32M","-0.58%"
"29-10-2025","1,370.40","1,364.60","1,371.70","1,358.40","16.13M","0.54%"
"28-10-2025","1,363.10","1,373.00","1,375.80","1,356.20","26.48M","-1.05%"
"27-10-2025","1,377.60","1,382.10","1,386.80","1,374.00","11.50M","-0.01%"
"24-10-2025","1,377.70","1,368.10","1,381.60","1,368.10","10.57M","1.03%"
"23-10-2025","1,363.70","1,385.00","1,389.80","1,360.10","21.12M","-1.32%"
"21-10-2025","1,382.00","1,384.50","1,387.60","1,375.90","3.42M","-0.60%"
"20-10-2025","1,390.30","1,442.00","1,445.00","1,389.20","23.33M","-3.22%"
"17-10-2025","1,436.60","1,412.00","1,439.60","1,410.90","17.04M","1.36%"
"16-10-2025","1,417.30","1,401.00","1,418.90","1,399.40","12.19M","1.35%"
"15-10-2025","1,398.40","1,386.50","1,400.40","1,385.50","8.99M","1.03%"
"14-10-2025","1,384.10","1,389.00","1,389.00","1,375.10","10.61M","0.34%"
"13-10-2025","1,379.40","1,373.10","1,386.40","1,373.10","8.92M","-0.07%"
"10-10-2025","1,380.30","1,370.30","1,385.00","1,370.30","7.67M","0.30%"
"09-10-2025","1,376.20","1,369.80","1,378.70","1,365.10","7.91M","0.43%"
"08-10-2025","1,370.30","1,372.30","1,381.60","1,364.30","8.10M","-0.41%"
"07-10-2025","1,375.90","1,363.60","1,383.10","1,363.60","16.13M","0.92%"
"06-10-2025","1,363.40","1,371.00","1,372.60","1,359.10","14.31M","-0.13%"
"03-10-2025","1,365.20","1,371.90","1,371.90","1,361.30","12.16M","-0.50%"
"01-10-2025","1,372.00","1,348.00","1,379.40","1,347.10","20.95M","1.78%"
"30-09-2025","1,348.00","1,353.70","1,356.60","1,342.60","20.17M","-0.01%"
"29-09-2025","1,348.10","1,359.60","1,366.50","1,346.20","20.56M","-0.85%"
"26-09-2025","1,359.60","1,368.00","1,372.70","1,357.00","18.34M","-1.18%"
"25-09-2025","1,375.80","1,377.00","1,391.50","1,371.80","21.61M","-0.50%"
"24-09-2025","1,382.70","1,386.40","1,390.90","1,376.50","9.74M","-0.83%"
"23-09-2025","1,394.30","1,391.00","1,403.30","1,391.00","12.83M","-0.51%"
"22-09-2025","1,401.50","1,403.90","1,409.90","1,397.20","8.85M","-0.05%"
"19-09-2025","1,402.20","1,416.10","1,418.00","1,400.20","13.46M","-1.37%"
"18-09-2025","1,421.70","1,431.10","1,432.80","1,415.30","8.13M","0.18%"
"17-09-2025","1,419.20","1,420.10","1,426.10","1,416.40","7.48M","-0.17%"
"16-09-2025","1,421.60","1,414.00","1,424.90","1,413.70","8.21M","0.15%"
"15-09-2025","1,419.40","1,422.00","1,426.80","1,416.30","5.85M","0.12%"
"12-09-2025","1,417.70","1,405.10","1,419.70","1,400.10","7.77M","1.15%"
"11-09-2025","1,401.60","1,398.00","1,408.00","1,396.00","10.19M","-0.16%"
"10-09-2025","1,403.90","1,410.00","1,413.70","1,402.10","7.45M","0.01%"
"09-09-2025","1,403.70","1,399.00","1,407.50","1,395.20","6.47M","0.07%"
"08-09-2025","1,402.70","1,402.20","1,410.60","1,397.60","5.88M","-0.01%"
"05-09-2025","1,402.80","1,411.00","1,411.50","1,387.70","6.62M","-0.19%"
"04-09-2025","1,405.50","1,409.90","1,415.10","1,401.90","10.56M","0.61%"
"03-09-2025","1,397.00","1,389.00","1,400.00","1,384.20","9.81M","0.20%"
"02-09-2025","1,394.20","1,413.90","1,413.90","1,390.00","7.16M","-1.19%"
"01-09-2025","1,411.00","1,398.10","1,412.40","1,398.10","4.93M","0.94%"
"29-08-2025","1,397.80","1,392.10","1,405.00","1,392.10","8.52M","-0.09%"
"28-08-2025","1,399.10","1,408.00","1,411.80","1,396.30","12.99M","-1.24%"
"26-08-2025","1,416.60","1,427.90","1,427.90","1,413.10","8.72M","-1.16%"
"25-08-2025","1,433.20","1,435.90","1,435.90","1,424.00","6.74M","-0.22%"
"22-08-2025","1,436.40","1,444.30","1,446.00","1,429.40","6.66M","-0.66%"
"21-08-2025","1,446.00","1,440.10","1,447.80","1,436.40","6.24M","1.08%"
"20-08-2025","1,430.60","1,432.60","1,435.90","1,423.00","5.82M","-0.40%"
"19-08-2025","1,436.30","1,431.10","1,438.50","1,426.30","6.71M","0.12%"
"18-08-2025","1,434.60","1,450.00","1,452.40","1,431.00","6.91M","0.51%"
"14-08-2025","1,427.30","1,412.00","1,431.10","1,412.00","7.58M","0.46%"
"13-08-2025","1,420.80","1,424.60","1,427.70","1,415.20","9.01M","-0.08%"
"12-08-2025","1,422.00","1,431.00","1,433.80","1,420.10","5.91M","-1.02%"
"11-08-2025","1,436.60","1,427.90","1,438.40","1,420.40","8.49M","0.05%"
"08-08-2025","1,435.90","1,445.90","1,447.60","1,432.00","5.42M","-0.31%"
"07-08-2025","1,440.30","1,441.10","1,447.90","1,429.10","7.43M","-0.23%"
"06-08-2025","1,443.60","1,442.30","1,454.00","1,441.60","7.81M","-0.06%"
"05-08-2025","1,444.40","1,453.00","1,461.50","1,441.00","14.80M","-1.28%"
"04-08-2025","1,463.20","1,476.80","1,478.80","1,461.30","6.14M","-0.57%"
"01-08-2025","1,471.60","1,480.40","1,485.10","1,469.80","4.42M","-0.66%"
"31-07-2025","1,481.40","1,469.90","1,494.50","1,464.00","12.41M","-0.07%"
"30-07-2025","1,482.40","1,487.70","1,488.50","1,477.30","7.24M","-0.26%"
"29-07-2025","1,486.20","1,479.90","1,489.80","1,475.40","9.78M","-0.15%"
"28-07-2025","1,488.40","1,477.10","1,493.80","1,477.10","7.51M","0.77%"
"25-07-2025","1,477.10","1,500.00","1,500.00","1,473.60","8.70M","-0.42%"
"24-07-2025","1,483.40","1,487.70","1,488.70","1,478.10","6.70M","-0.35%"
"23-07-2025","1,488.60","1,482.90","1,490.00","1,472.60","11.97M","1.02%"
"22-07-2025","1,473.60","1,474.10","1,482.00","1,469.70","8.93M","0.53%"
"21-07-2025","1,465.80","1,448.00","1,467.70","1,437.00","13.87M","2.81%"
"18-07-2025","1,425.80","1,415.80","1,429.00","1,408.50","11.30M","0.50%"
"17-07-2025","1,418.70","1,421.00","1,423.20","1,409.50","12.93M","-0.54%"
"16-07-2025","1,426.40","1,426.00","1,429.20","1,419.10","5.65M","-0.31%"
"15-07-2025","1,430.80","1,421.10","1,433.80","1,419.00","6.04M","0.55%"
"14-07-2025","1,423.00","1,424.90","1,424.90","1,416.10","5.85M","0.08%"
"11-07-2025","1,421.90","1,422.00","1,428.00","1,414.60","7.16M","-0.15%"
"10-07-2025","1,424.10","1,436.80","1,439.00","1,422.10","7.80M","-0.54%"
"09-07-2025","1,431.90","1,436.20","1,438.70","1,426.60","8.83M","-0.70%"
"08-07-2025","1,442.00","1,432.00","1,445.00","1,430.00","5.32M","0.44%"
"07-07-2025","1,435.70","1,437.00","1,440.90","1,429.60","5.18M","-0.49%"
"04-07-2025","1,442.80","1,427.00","1,444.40","1,421.10","5.07M","1.19%"
"03-07-2025","1,425.90","1,432.10","1,446.10","1,423.70","10.18M","-0.13%"
"02-07-2025","1,427.80","1,432.20","1,451.00","1,422.60","13.37M","-0.29%"
"01-07-2025","1,432.00","1,445.70","1,447.60","1,429.60","7.76M","-0.95%"
"30-06-2025","1,445.80","1,461.80","1,461.90","1,442.30","6.33M","-1.12%"
"27-06-2025","1,462.20","1,438.90","1,466.00","1,437.10","22.53M","1.61%"
"26-06-2025","1,439.10","1,424.80","1,447.50","1,421.70","13.62M","0.93%"
"25-06-2025","1,425.80","1,422.00","1,428.90","1,415.30","7.53M","0.12%"
"24-06-2025","1,424.10","1,427.70","1,435.90","1,416.50","11.19M","0.28%"
"23-06-2025","1,420.10","1,417.00","1,423.20","1,411.90","5.51M","-0.49%"
"20-06-2025","1,427.10","1,411.30","1,433.30","1,410.20","12.41M","1.12%"
"19-06-2025","1,411.30","1,408.00","1,414.70","1,404.70","8.85M","-0.09%"
"18-06-2025","1,412.60","1,417.00","1,432.00","1,410.20","6.75M","-0.74%"
"17-06-2025","1,423.20","1,426.90","1,429.80","1,417.80","6.97M","-0.26%"
"16-06-2025","1,426.90","1,416.60","1,429.00","1,414.20","5.45M","0.76%"
"13-06-2025","1,416.10","1,403.60","1,421.50","1,403.60","7.57M","-0.64%"
"12-06-2025","1,425.20","1,430.50","1,436.50","1,420.00","7.95M","-0.41%"
"11-06-2025","1,431.00","1,421.80","1,434.50","1,418.60","7.14M","0.57%"
"10-06-2025","1,422.90","1,439.00","1,441.70","1,416.50","12.91M","-0.83%"
"09-06-2025","1,434.80","1,465.00","1,466.80","1,433.40","11.02M","-1.71%"
"06-06-2025","1,459.70","1,448.60","1,461.40","1,442.10","11.58M","0.34%"
"05-06-2025","1,454.80","1,430.90","1,459.00","1,427.30","11.39M","1.66%"
"04-06-2025","1,431.00","1,437.40","1,440.10","1,426.40","8.03M","-0.48%"
"03-06-2025","1,437.90","1,454.90","1,455.00","1,432.00","11.17M","-0.87%"
"02-06-2025","1,450.50","1,442.00","1,460.00","1,432.80","9.46M","0.33%"
"30-05-2025","1,445.80","1,459.90","1,460.90","1,444.30","11.80M","-0.73%"
"29-05-2025","1,456.50","1,456.60","1,462.90","1,445.00","15.55M","0.19%"
"28-05-2025","1,453.80","1,447.60","1,458.00","1,442.50","8.62M","0.51%"
"27-05-2025","1,446.40","1,452.50","1,463.00","1,435.70","14.84M","-0.97%"
"26-05-2025","1,460.60","1,458.00","1,471.60","1,455.00","5.61M","0.74%"
"23-05-2025","1,449.80","1,442.20","1,451.80","1,434.40","5.20M","0.53%"
"22-05-2025","1,442.10","1,441.10","1,445.30","1,427.80","7.25M","-0.18%"
"21-05-2025","1,444.70","1,442.90","1,451.30","1,438.50","5.51M","0.45%"
"20-05-2025","1,438.20","1,450.20","1,459.00","1,435.50","11.35M","-0.75%"
"19-05-2025","1,449.00","1,446.50","1,459.70","1,443.80","6.01M","-0.34%"
"16-05-2025","1,454.00","1,453.30","1,458.70","1,447.00","6.44M","0.22%"
"15-05-2025","1,450.80","1,425.90","1,456.50","1,415.50","18.21M","1.72%"
"14-05-2025","1,426.20","1,429.90","1,440.70","1,417.30","8.03M","-0.31%"
"13-05-2025","1,430.60","1,440.10","1,447.90","1,427.40","12.48M","-1.24%"
"12-05-2025","1,448.50","1,409.40","1,453.00","1,404.00","9.93M","4.29%"
"09-05-2025","1,388.90","1,415.20","1,419.90","1,387.00","13.49M","-3.25%"
"08-05-2025","1,435.50","1,438.60","1,448.90","1,426.10","15.31M","0.01%"
"07-05-2025","1,435.40","1,425.00","1,442.00","1,421.00","10.48M","0.27%"
"06-05-2025","1,431.60","1,429.00","1,433.70","1,420.40","6.30M","0.15%"
"05-05-2025","1,429.40","1,440.00","1,446.80","1,426.00","4.57M","-0.21%"
"02-05-2025","1,432.40","1,426.90","1,446.60","1,424.60","10.76M","0.38%"
"30-04-2025","1,427.00","1,433.00","1,433.70","1,400.00","14.19M","-0.20%"
"29-04-2025","1,429.80","1,428.80","1,438.30","1,422.60","10.79M","0.07%"
"28-04-2025","1,428.80","1,405.60","1,435.00","1,403.80","10.95M","1.71%"
"25-04-2025","1,404.80","1,410.00","1,414.80","1,388.40","11.71M","0.15%"
"24-04-2025","1,402.70","1,416.30","1,421.20","1,398.80","15.68M","-1.52%"
"23-04-2025","1,424.40","1,429.00","1,429.90","1,411.30","13.99M","0.56%"
"22-04-2025","1,416.50","1,412.80","1,418.80","1,398.90","16.14M","0.48%"
"21-04-2025","1,409.80","1,436.00","1,436.00","1,404.70","16.88M","0.22%"
"17-04-2025","1,406.70","1,362.00","1,408.90","1,360.10","17.49M","3.71%"
"16-04-2025","1,356.40","1,357.00","1,359.70","1,342.90","14.04M","0.46%"
"15-04-2025","1,350.20","1,351.00","1,354.30","1,336.20","15.20M","2.94%"
"11-04-2025","1,311.65","1,305.10","1,325.00","1,305.10","13.06M","0.83%"
"09-04-2025","1,300.80","1,304.95","1,305.10","1,284.50","13.01M","0.07%"
"08-04-2025","1,299.90","1,299.85","1,310.05","1,287.35","13.09M","0.96%"
"07-04-2025","1,287.55","1,295.25","1,325.00","1,265.00","19.19M","-3.58%"
"04-04-2025","1,335.30","1,329.55","1,338.55","1,322.10","8.65M","0.43%"
"03-04-2025","1,329.55","1,321.95","1,333.00","1,321.25","4.59M","-0.13%"
"02-04-2025","1,331.25","1,322.15","1,337.95","1,322.15","8.04M","0.97%"
"01-04-2025","1,318.45","1,340.00","1,352.35","1,315.40","14.29M","-2.22%"
"28-03-2025","1,348.35","1,336.00","1,357.95","1,327.20","8.27M","0.88%"
"27-03-2025","1,336.65","1,333.15","1,351.50","1,333.15","15.11M","0.06%"
"26-03-2025","1,335.90","1,344.05","1,358.00","1,331.50","10.86M","-0.58%"
"25-03-2025","1,343.70","1,359.00","1,363.80","1,330.05","16.42M","-1.06%"
"24-03-2025","1,358.15","1,355.95","1,373.00","1,345.05","9.35M","1.12%"
"21-03-2025","1,343.10","1,316.00","1,349.00","1,311.60","60.49M","1.62%"
"20-03-2025","1,321.70","1,320.00","1,324.25","1,311.05","10.89M","0.65%"
"19-03-2025","1,313.10","1,305.60","1,318.30","1,302.15","11.28M","0.25%"
"18-03-2025","1,309.85","1,285.50","1,313.85","1,280.65","15.65M","3.22%"
"17-03-2025","1,269.00","1,257.05","1,273.95","1,254.75","11.16M","1.52%"
"13-03-2025","1,250.05","1,251.05","1,255.60","1,245.30","8.13M","0.49%"
"12-03-2025","1,243.95","1,246.95","1,251.95","1,235.30","11.55M","-0.12%"
"11-03-2025","1,245.40","1,217.20","1,248.00","1,217.20","10.93M","2.51%"
"10-03-2025","1,214.85","1,208.00","1,225.80","1,208.00","7.36M","0.02%"
"07-03-2025","1,214.55","1,211.10","1,217.85","1,206.30","6.62M","-0.29%"
"06-03-2025","1,218.05","1,227.95","1,227.95","1,209.00","11.95M","0.19%"
"05-03-2025","1,215.70","1,217.00","1,225.95","1,211.30","9.05M","0.44%"
"04-03-2025","1,210.40","1,207.15","1,216.65","1,206.25","9.57M","0.35%"
